,Unnamed: 0,listing_url,last_scraped,source,name,neighborhood_overview,picture_url,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_picture_url,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,price,calendar_updated,has_availability,instant_bookable,id,scrape_id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_communication,review_scores_location,reviews_per_month
316,316,https://www.airbnb.com/rooms/1061814091773376272,2024-11-05,city scrape,Massive 5BD/4BA 3-Story Duplex @ Downtown Albany,nice,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTA2MTgxNDA5MTc3MzM3NjI3Mg%3D%3D/original/da1e052d-eaf0-4009-909e-d2048eb97507.jpeg,https://www.airbnb.com/users/show/44434571,Earl,2015-09-17,"Albany, NY","I grew up in Cebu, Philippines and moved to New York when I was ten years old. After living around the Capital Region through grade school, I moved to New York City to study Computer Engineering at NYU. Since graduating, I've worked in video production, higher education, and engineering. I love traveling on small budgets (with the help of award travel with credit card points and miles), and I have a passion for technology, real estate investment, and entrepreneurship.",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/6bc9c700-81be-4452-b5f4-df6fba4cd395.jpg?aki_policy=profile_x_medium,Pastures,"['email', 'phone']",t,t,Neighborhood highlights,SECOND WARD,Entire townhouse,Entire home/apt,4 baths,"[""Paid parking off premises"", ""Game console: PS3"", ""Ceiling fan"", ""Hangers"", ""Stove"", ""Cleaning available during stay"", ""Shower gel"", ""Coffee"", ""Hair dryer"", ""Heating"", ""Patio or balcony"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Conditioner"", ""First aid kit"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Body soap"", ""Dryer"", ""Freezer"", ""Washer"", ""Pets allowed"", ""Clothing storage"", ""Fire extinguisher"", ""Dining table"", ""Free parking on premises"", ""Pack \u2019n play/Travel crib"", ""Paid parking on premises"", ""Essentials"", ""Room-darkening shades"", ""Hot water kettle"", ""Refrigerator"", ""Hot water"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Oven"", ""Bathtub"", ""Air conditioning"", ""Toaster"", ""Free street parking"", ""Smart lock"", ""Backyard"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Baking sheet"", ""Private entrance"", ""Wifi"", ""Kitchen"", ""Bidet"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Coffee maker"", ""TV""]",347.0,within data,t,t,1061814091773376272,20241105062440,44434571,7.0,7.0,42.64418,-73.75316,3.0,1.0,1.4,1.4,1.0,365,214,12.0,4.75,4.67,4.83,4.5,1.4
317,317,https://www.airbnb.com/rooms/1062527013885315764,2024-11-05,city scrape,"private twin room near hospitals, schools",nice,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTA2MjUyNzAxMzg4NTMxNTc2NA%3D%3D/original/efb572a5-d18b-4c25-bc61-3cd4c899be9d.jpeg,https://www.airbnb.com/users/show/20536619,Emily,2014-08-25,"Albany, NY",I love hosting international students and professionals relocating to the area because I get to help introduce them to our amazing city!,within a few hours,100%,75%,t,https://a0.muscache.com/im/pictures/user/User-20536619/original/88f3c273-d81d-43f3-8b54-9a5fce9da246.jpeg?aki_policy=profile_x_medium,unknown,"['email', 'phone']",t,t,Neighborhood highlights,THIRTEENTH WARD,Private room in home,Private room,1.5 shared baths,"[""Ceiling fan"", ""Hangers"", ""Stove"", ""Free washer \u2013 In unit"", ""Hair dryer"", ""Heating"", ""Portable fans"", ""Patio or balcony"", ""Extra pillows and blankets"", ""Bed linens"", ""Exterior security cameras on property"", ""First aid kit"", ""Smoking allowed"", ""Dishwasher"", ""Dishes and silverware"", ""Freezer"", ""Clothing storage"", ""Fire extinguisher"", ""Dining table"", ""Essentials"", ""Cleaning products"", ""Room-darkening shades"", ""Hot water kettle"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Oven"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Drying rack for clothing"", ""Air conditioning"", ""Toaster"", ""Free street parking"", ""Backyard"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Baking sheet"", ""Wifi"", ""Kitchen"", ""Host greets you"", ""Blender"", ""Smoke alarm"", ""Microwave"", ""Long term stays allowed"", ""Coffee maker"", ""Wine glasses"", ""TV""]",62.0,within data,t,f,1062527013885315764,20241105062440,20536619,5.0,5.0,42.67096,-73.79514,1.0,1.0,1.0,1.0,3.0,91,65,10.0,5.0,5.0,5.0,5.0,1.08
318,318,https://www.airbnb.com/rooms/1072781767409521866,2024-11-05,city scrape,The Bluebird’s Nest,nice,https://a0.muscache.com/pictures/hosting/Hosting-1072781767409521866/original/5533e48f-113f-4cd0-86ac-5c05545ba2a0.jpeg,https://www.airbnb.com/users/show/426223840,Antonio,2021-10-06,"New York, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within a few hours,80%,99%,f,https://a0.muscache.com/im/pictures/user/User-426223840/original/e38179f4-b26d-47d5-9031-f4b5a9bf9fbf.jpeg?aki_policy=profile_x_medium,Pine Hills,"['email', 'phone']",t,t,Neighborhood highlights,ELEVENTH WARD,Entire rental unit,Entire home/apt,1 bath,"[""Stove"", ""Hair dryer"", ""Iron"", ""Exterior security cameras on property"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Freezer"", ""Pets allowed"", ""Fire extinguisher"", ""Free parking on premises"", ""Refrigerator"", ""Oven"", ""Lockbox"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Wifi"", ""Kitchen"", ""Blender"", ""Smoke alarm"", ""TV""]",91.0,within data,t,t,1072781767409521866,20241105062440,426223840,2.0,2.0,42.663915656143736,-73.77786945551634,5.0,1.0,3.0,3.0,1.0,1125,213,33.0,4.41,4.58,4.9,4.13,3.59
319,319,https://www.airbnb.com/rooms/1073179963201889958,2024-11-05,city scrape,In the heart of Albany,"Located within walking distance of Delaware avenue which hosts several restaurants, a bar, Italian deli, ice cream shop, library and pharmacy! <br />Within 1.5 miles of St. Peters and Albany Medical Center as well as Albany Medical College, Albany Law and Albany College of Pharmacy.",https://a0.muscache.com/pictures/hosting/Hosting-1073179963201889958/original/478cb664-4ff6-4436-b198-840e1af7ee24.jpeg,https://www.airbnb.com/users/show/31994990,G.G.,2015-04-26,"Tampa, FL","Welcome! My name is GG and I am delighted to host people from different destinations and backgrounds!
In addition to attentive hosting, I can also provide some good recommendations of food and entertainment for your stay!",within a few hours,100%,54%,f,https://a0.muscache.com/im/pictures/user/9126da7d-e076-43f5-b0a1-e96012f81610.jpg?aki_policy=profile_x_medium,Ybor City,"['email', 'phone']",t,t,Neighborhood highlights,SEVENTH WARD,Entire rental unit,Entire home/apt,1 bath,"[""Ceiling fan"", ""Private backyard \u2013 Not fully fenced"", ""Hangers"", ""Stove"", ""Coffee"", ""Keypad"", ""Bed linens"", ""Exterior security cameras on property"", ""Self check-in"", ""Dishes and silverware"", ""50 inch HDTV with Amazon Prime Video, Netflix"", ""Pets allowed"", ""Fire extinguisher"", ""Essentials"", ""Cleaning products"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Oven"", ""Bathtub"", ""Radiant heating"", ""Air conditioning"", ""Free street parking"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Wifi"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Smoke alarm"", ""Microwave"", ""Long term stays allowed"", ""Coffee maker""]",53.0,within data,t,f,1073179963201889958,20241105062440,31994990,3.0,3.0,42.64473,-73.77641,2.0,1.0,1.0,1.0,1.7,365,333,2.0,4.5,5.0,5.0,4.5,0.64
320,320,https://www.airbnb.com/rooms/1075444056381274297,2024-11-05,city scrape,The Tangerine Door,nice,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTA3NTQ0NDA1NjM4MTI3NDI5Nw%3D%3D/original/eebaab3e-bb09-4480-94ee-63a500a85140.jpeg,https://www.airbnb.com/users/show/542733174,Rebecca,2023-10-20,"Tampa, FL",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within a few hours,100%,96%,t,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,Upper Washington Avenue,"['email', 'phone']",f,t,Neighborhood highlights,TWELFTH WARD,Entire home,Entire home/apt,1 bath,"[""Hangers"", ""Stove"", ""Single level home"", ""Washer \u2013\u00a0In building"", ""Hair dryer"", ""Extra pillows and blankets"", ""Bed linens"", ""Exterior security cameras on property"", ""Outdoor dining area"", ""First aid kit"", ""Self check-in"", ""Private patio or balcony"", ""Dishes and silverware"", ""Private backyard"", ""Dryer"", ""Freezer"", ""Pets allowed"", ""Clothing storage"", ""Central heating"", ""Fire extinguisher"", ""Coffee maker: french press, Keurig coffee machine"", ""Central air conditioning"", ""Cleaning products"", ""Room-darkening shades"", ""Hot water kettle"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Oven"", ""Bathtub"", ""Toaster"", ""Smart lock"", ""Free street parking"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Baking sheet"", ""Private entrance"", ""Wifi"", ""Kitchen"", ""Free parking on premises \u2013 2 spaces"", ""Smoke alarm"", ""Microwave"", ""Wine glasses"", ""TV""]",149.0,within data,t,f,1075444056381274297,20241105062440,542733174,1.0,1.0,42.7,-73.79505,5.0,1.0,2.0,2.0,2.0,10,45,18.0,4.94,5.0,4.9,4.89,1.96
321,321,https://www.airbnb.com/rooms/1079742757364810916,2024-11-05,city scrape,Lark St Oasis: Parking & Laundry,nice,https://a0.muscache.com/pictures/miso/Hosting-1079742757364810916/original/4a3e8caa-8ebd-45d9-93b7-f0d75b8446f0.jpeg,https://www.airbnb.com/users/show/119340359,Lori,2017-03-05,"Albany, NY","I love to travel with family and friends to see new places and explore new cultures and experiences.  Sometimes I head off on my own but , these days I mainly travel with my son.

I've visited England, Wales, China, Cambodia, Vietnam, Thailand , France , Italy, Peru, Cuba , Belgium to name a few. 

But I'm always planning my next adventure be it next week or next year.

",within a few hours,100%,100%,t,https://a0.muscache.com/im/pictures/user/6ffdda76-2128-49ce-9532-5eba3ea973af.jpg?aki_policy=profile_x_medium,Park South,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,SIXTH WARD,Entire rental unit,Entire home/apt,1 bath,"[""Self check-in"", ""Cooking basics"", ""Wifi"", ""Kitchen"", ""Washer"", ""Pets allowed"", ""Fire extinguisher"", ""Air conditioning"", ""Heating"", ""Smoke alarm"", ""Dedicated workspace"", ""Free parking on premises"", ""Smart lock"", ""Carbon monoxide alarm"", ""Iron"", ""First aid kit"", ""TV""]",150.0,within data,t,f,1079742757364810916,20241105062440,119340359,2.0,4.0,42.65607,-73.76345,3.0,1.0,1.0,2.0,1.7,365,57,6.0,5.0,5.0,5.0,4.5,0.69
322,322,https://www.airbnb.com/rooms/1090781013234004527,2024-11-05,city scrape,Newly renovated cozy apartment !,nice,https://a0.muscache.com/pictures/hosting/Hosting-1090781013234004527/original/aa357bf9-5178-4ec4-be89-f5fdb3f85bce.jpeg,https://www.airbnb.com/users/show/521669673,Kody,2023-06-23,"New York, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within an hour,100%,86%,t,https://a0.muscache.com/im/pictures/user/User/original/0231e64a-c7be-4ad0-825e-7ca6d5733aa2.jpeg?aki_policy=profile_x_medium,Arbor Hill,"['email', 'phone']",t,t,Neighborhood highlights,THIRD WARD,Entire rental unit,Entire home/apt,1 bath,"[""Heating"", ""Keypad"", ""First aid kit"", ""Self check-in"", ""Dishes and silverware"", ""Freezer"", ""Pets allowed"", ""Fire extinguisher"", ""Free parking on premises"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Stainless steel single oven"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Wifi"", ""Kitchen"", ""Coffee maker: drip coffee maker"", ""Smoke alarm"", ""Microwave"", ""Long term stays allowed"", ""TV""]",68.0,within data,t,f,1090781013234004527,20241105062440,521669673,5.0,5.0,42.65975,-73.76311,4.0,1.0,1.0,1.0,1.7,365,260,0.0,4.9,4.9,5.0,4.8,2.2
323,323,https://www.airbnb.com/rooms/1090800410444414860,2024-11-05,city scrape,Work hard and relax !,nice,https://a0.muscache.com/pictures/hosting/Hosting-1090800410444414860/original/ba31c116-6ef6-48ae-b1ba-1fb42c49c30e.jpeg,https://www.airbnb.com/users/show/521669673,Kody,2023-06-23,"New York, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within an hour,100%,86%,t,https://a0.muscache.com/im/pictures/user/User/original/0231e64a-c7be-4ad0-825e-7ca6d5733aa2.jpeg?aki_policy=profile_x_medium,Arbor Hill,"['email', 'phone']",t,t,Neighborhood highlights,THIRD WARD,Entire rental unit,Entire home/apt,1 bath,"[""Portable air conditioning"", ""Long term stays allowed"", ""Cleaning available during stay"", ""Clothing storage: walk-in closet and dresser"", ""Heating"", ""Keypad"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Dishes and silverware"", ""Freezer"", ""Pets allowed"", ""Window AC unit"", ""Fire extinguisher"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Bathtub"", ""Toaster"", ""Free street parking"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Baking sheet"", ""Private entrance"", ""Backyard - Fully fenced"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""Microwave"", ""Electric stove"", ""Single oven"", ""TV""]",68.0,within data,t,f,1090800410444414860,20241105062440,521669673,5.0,5.0,42.65874,-73.76302,2.0,1.0,1.0,1.0,1.7,365,250,0.0,4.9,4.9,5.0,4.8,2.2
324,324,https://www.airbnb.com/rooms/1091422934956081673,2024-11-05,city scrape,2 bed with parking off Madison,nice,https://a0.muscache.com/pictures/hosting/Hosting-1091422934956081673/original/7f29055d-167d-41f2-91bf-035342499595.jpeg,https://www.airbnb.com/users/show/232967878,Diana,2018-12-28,"Albany, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within an hour,99%,98%,t,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_x_medium,Delaware Avenue,['phone'],t,t,Neighborhood highlights,TENTH WARD,Entire rental unit,Entire home/apt,1 bath,"[""Hangers"", ""Cleaning available during stay"", ""Free residential garage on premises"", ""Coffee"", ""Hair dryer"", ""Iron"", ""Exterior security cameras on property"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Body soap"", ""Washer"", ""Pets allowed"", ""Central heating"", ""Fire extinguisher"", ""Dining table"", ""Essentials"", ""Cleaning products"", ""Refrigerator"", ""Hot water"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Oven"", ""Air conditioning"", ""Smart lock"", ""Free street parking"", ""Carbon monoxide alarm"", ""Baking sheet"", ""Private entrance"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Wine glasses"", ""Coffee maker: Keurig coffee machine"", ""TV""]",160.0,within data,t,f,1091422934956081673,20241105062440,232967878,5.5,6.9,42.65988,-73.78486,4.0,1.0,2.0,2.0,2.0,365,90,14.0,4.64,4.57,5.0,4.57,1.87
325,325,https://www.airbnb.com/rooms/1091500387329731524,2024-11-05,city scrape,Triplex oasis w:parking near MVP,nice,https://a0.muscache.com/pictures/hosting/Hosting-1091500387329731524/original/5b422efa-6fe4-46dc-b817-f5ccca133760.jpeg,https://www.airbnb.com/users/show/232967878,Diana,2018-12-28,"Albany, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within an hour,99%,98%,t,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_x_medium,Delaware Avenue,['phone'],t,t,Neighborhood highlights,SECOND WARD,Entire rental unit,Entire home/apt,1.5 baths,"[""Hangers"", ""Stove"", ""Cleaning available during stay"", ""Shower gel"", ""Coffee"", ""Hair dryer"", ""Iron"", ""Exterior security cameras on property"", ""Bed linens"", ""Conditioner"", ""First aid kit"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Dishwasher"", ""Free parking garage on premises"", ""Central heating"", ""Fire extinguisher"", ""Dining table"", ""Essentials"", ""Cleaning products"", ""Refrigerator"", ""Hot water"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Oven"", ""Bathtub"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Baking sheet"", ""Noise decibel monitors on property"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Wine glasses"", ""Coffee maker: Keurig coffee machine"", ""TV""]",89.0,within data,t,f,1091500387329731524,20241105062440,232967878,5.5,6.9,42.64409,-73.75709,2.0,1.0,1.0,0.0,2.0,365,82,34.0,4.82,4.94,4.94,4.38,4.06
326,326,https://www.airbnb.com/rooms/1097201673425863720,2024-11-05,city scrape,Entire Apartment in Albany NY (1 bedroom).,nice,https://a0.muscache.com/pictures/hosting/Hosting-1097201673425863720/original/d73a4930-38bb-465f-9da0-d47bcc48f238.jpeg,https://www.airbnb.com/users/show/360806709,Gloria,2020-08-06,"Albany, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/User-360806709/original/1571a652-2baf-47e2-b875-fca68de91f7f.jpeg?aki_policy=profile_x_medium,Delaware Avenue,['phone'],t,t,Neighborhood highlights,SEVENTH WARD,Entire home,Entire home/apt,1 bath,"[""Hangers"", ""Stove"", ""Shower gel"", ""Hair dryer"", ""Keypad"", ""Iron"", ""Self check-in"", ""Dishes and silverware"", ""Freezer"", ""Pets allowed"", ""Central heating"", ""Fire extinguisher"", ""Essentials"", ""Cleaning products"", ""Room-darkening shades"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Air conditioning"", ""Toaster"", ""Free street parking"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Wifi"", ""Kitchen"", ""Blender"", ""Trash compactor"", ""Smoke alarm"", ""Microwave"", ""Wine glasses"", ""TV""]",82.0,within data,t,f,1097201673425863720,20241105062440,360806709,1.0,2.0,42.64149,-73.77925,2.0,1.0,1.0,1.0,1.0,90,72,21.0,4.86,4.86,4.95,4.9,1.9
327,327,https://www.airbnb.com/rooms/1097995825442731795,2024-11-05,city scrape,New Center square studio,nice,https://a0.muscache.com/pictures/hosting/Hosting-1097995825442731795/original/24323334-bcee-4d0e-9931-f76092df7b63.jpeg,https://www.airbnb.com/users/show/232967878,Diana,2018-12-28,"Albany, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within an hour,99%,98%,t,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_x_medium,Delaware Avenue,['phone'],t,t,Neighborhood highlights,SIXTH WARD,Entire rental unit,Entire home/apt,1 bath,"[""Hangers"", ""Long term stays allowed"", ""Cleaning available during stay"", ""Heating - split type ductless system"", ""Iron"", ""Bed linens"", ""Conditioner"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Body soap"", ""Essentials"", ""Cleaning products"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Oven"", ""Bathtub"", ""Lockbox"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Baking sheet"", ""Clothing storage: dresser"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Electric stove"", ""Wine glasses"", ""Coffee maker: Keurig coffee machine"", ""TV""]",93.0,within data,t,f,1097995825442731795,20241105062440,232967878,5.5,6.9,42.65269,-73.76567,2.0,1.0,0.0,1.0,2.0,365,78,28.0,4.96,5.0,4.96,4.68,3.49
328,328,https://www.airbnb.com/rooms/1100876731732967826,2024-11-05,city scrape,"Homey, Quiet 2BR W/ Washer Dryer",nice,https://a0.muscache.com/pictures/hosting/Hosting-1100876731732967826/original/aa5a5af8-de09-4201-b4d5-518b99385b84.jpeg,https://www.airbnb.com/users/show/152762198,Allen,2017-09-30,"Albany, NY","Hi my name is Allen. I am an Albany native. I enjoy working out, playing basketball and have a passion for good food. I hope anyone staying here will enjoy the space as much as I do. ",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/4b2545af-2a93-4e42-84e9-e95579a9d9c2.jpg?aki_policy=profile_x_medium,Pine Hills,"['email', 'phone']",t,t,Neighborhood highlights,FOURTEENTH WARD,Entire rental unit,Entire home/apt,1 bath,"[""Ceiling fan"", ""Hangers"", ""Coffee"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Conditioner"", ""Self check-in"", ""Dishes and silverware"", ""Body soap"", ""Washer"", ""Central heating"", ""Dining table"", ""Free parking on premises"", ""Cleaning products"", ""Hot water kettle"", ""Hot water"", ""Cooking basics"", ""Oven"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Lockbox"", ""Air conditioning"", ""Toaster"", ""Free street parking"", ""Carbon monoxide alarm"", ""Baking sheet"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""TV""]",99.0,within data,t,t,1100876731732967826,20241105062440,152762198,9.0,17.0,42.67008,-73.80691,5.0,1.0,2.0,2.0,3.0,365,171,17.0,4.94,5.0,5.0,4.88,2.48
329,329,https://www.airbnb.com/rooms/1102984130027939637,2024-11-05,city scrape,Lovely 1 bedroom across the Park,nice,https://a0.muscache.com/pictures/prohost-api/Hosting-1102984130027939637/original/b14ca0be-8f4c-4787-9a40-402367b4c0ec.png,https://www.airbnb.com/users/show/37769478,Erion,2015-07-07,"Albany, NY",Hello just a traveler who loves to enjoy others living space and learn about their culture as I share my space and culture with others. ,within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/19024941-bf47-4590-ad50-81973610b5b5.jpg?aki_policy=profile_x_medium,Pine Hills,"['email', 'phone']",t,t,Neighborhood highlights,SIXTH WARD,Entire home,Entire home/apt,1 bath,"[""Wifi"", ""Oven"", ""Blender"", ""Air conditioning"", ""Heating"", ""Smoke alarm"", ""Microwave"", ""Carbon monoxide alarm"", ""Essentials"", ""Refrigerator"", ""First aid kit""]",76.0,within data,t,f,1102984130027939637,20241105062440,37769478,14.0,14.0,42.65289,-73.76834,2.0,1.0,1.0,1.0,1.0,1125,365,36.0,4.69,4.67,4.89,4.83,4.48
330,330,https://www.airbnb.com/rooms/1104977057298366617,2024-11-05,city scrape,Sunny 2nd Floor Room in Historic Manor Retreat,nice,https://a0.muscache.com/pictures/hosting/Hosting-969886763377526954/original/a6fa97e9-e46f-44b0-b0cb-6821e1ccdfcd.jpeg,https://www.airbnb.com/users/show/382970529,Thomas,2021-01-04,"Albany, NY",I have the great honor of being able to invite guests from around the world into my truly one-of-a-kind home. Countless hours have been spent curating this experience to elicit joy and invigorate curiosity. I hope we meet one day to share our stories and learn from each-other.  My best  piece of advice from a symphony of frolicking around the globe is to never let an adventure pass you by and always have an escape plan!,within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/User-382970529/original/f67e3cf8-d05c-455b-8f4e-7b2a7c4ecad7.jpeg?aki_policy=profile_x_medium,Melrose,['phone'],t,t,Neighborhood highlights,THIRTEENTH WARD,Private room in home,Private room,3 shared baths,"[""Hangers"", ""Stove"", ""Hot tub"", ""Coffee"", ""Hair dryer"", ""Heating"", ""BBQ grill"", ""Keypad"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Exterior security cameras on property"", ""Conditioner"", ""First aid kit"", ""Outdoor dining area"", ""Self check-in"", ""Board games"", ""Dishwasher"", ""Dishes and silverware"", ""Body soap"", ""Dryer"", ""Freezer"", ""Washer"", ""Clothing storage"", ""Fire extinguisher"", ""Dining table"", ""Free parking on premises"", ""Essentials"", ""Cleaning products"", ""Hot water kettle"", ""Refrigerator"", ""Hot water"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Oven"", ""Air conditioning"", ""Lock on bedroom door"", ""Free street parking"", ""Backyard"", ""Carbon monoxide alarm"", ""Wifi"", ""Kitchen"", ""Fire pit"", ""Blender"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Coffee maker"", ""TV""]",65.0,within data,t,t,1104977057298366617,20241105062440,382970529,14.0,23.0,42.66943,-73.79882,2.0,1.0,1.0,1.0,1.0,365,213,47.0,4.96,4.94,4.83,4.94,5.78
331,331,https://www.airbnb.com/rooms/1105303461851883481,2024-11-05,city scrape,Downtown Brownstone with a View!,nice,https://a0.muscache.com/pictures/hosting/Hosting-1105303461851883481/original/a0d7d20e-81c6-4641-afc9-c49d2ba408ac.jpeg,https://www.airbnb.com/users/show/14817455,Matt,2014-04-27,"Albany, NY","I'm an attorney from upstate NY. My spare time is spent outdoors with my wife, a journalist, and our two dogs.  We’ve both traveled and enjoy learning about the local culture and people wherever we stay.  I've been to Paris, London, Morocco, Barcelona, Florence, Lisbon, Tuscany, Mallorca, Sicily, Berlin, Prague, Bangkok, Singapore, Phuket and Vietnam.  Always up for meeting new people and traveling!",within a day,86%,0%,f,https://a0.muscache.com/im/pictures/user/User-14817455/original/8e7c0027-6e8e-4975-898a-e2f5b02f5b64.jpeg?aki_policy=profile_x_medium,Ten Broeck Triangle,"['email', 'phone']",t,t,Neighborhood highlights,THIRD WARD,Entire home,Entire home/apt,1 bath,"[""Hangers"", ""Shower gel"", ""Hair dryer"", ""Heating"", ""Bed linens"", ""Exterior security cameras on property"", ""Conditioner"", ""Self check-in"", ""Body soap"", ""Pets allowed"", ""Clothing storage"", ""Paid parking on premises"", ""Cleaning products"", ""Hot water"", ""Bathtub"", ""Lockbox"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Bidet"", ""Smoke alarm"", ""Shampoo""]",140.0,within data,f,f,1105303461851883481,20241105062440,14817455,1.0,1.0,42.65749,-73.75263,4.0,1.0,2.0,2.0,1.7,365,238,0.0,4.9,4.9,5.0,4.8,2.2
332,332,https://www.airbnb.com/rooms/1108060100336766656,2024-11-05,city scrape,downtown,nice,https://a0.muscache.com/pictures/hosting/Hosting-1108060100336766656/original/846ff256-74ed-4a14-b403-b05ca885067c.png,https://www.airbnb.com/users/show/539608284,Joyhefsiba,2023-09-29,"Albany, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within an hour,100%,65%,f,https://a0.muscache.com/im/pictures/user/User/original/8863a2d6-9d3c-4cb2-8fae-d109a73c88a5.jpeg?aki_policy=profile_x_medium,Sheridan Hollow,"['email', 'phone']",t,t,Neighborhood highlights,THIRD WARD,Private room in rental unit,Private room,1 bath,"[""Wifi"", ""Air conditioning"", ""Lock on bedroom door"", ""Smoke alarm"", ""TV""]",70.0,within data,t,f,1108060100336766656,20241105062440,539608284,13.0,15.0,42.66141,-73.76361,1.0,1.0,1.0,1.0,4.0,365,365,0.0,4.9,4.9,5.0,4.8,2.2
